PID, POSTTIME, CITY, STATE, MAKE, MODEL, PRICE, YEAR, MILES, URL, TITLE, ATTR, IMGLINK, MESSAGE
6194454166,2017-06-26 20:44,sfbay,CA,toyota,camry,4500,2005,136000,https://sfbay.craigslist.org/sby/cto/6194454166.html,toyota  camry,condition: good#cylinders: 6 cylinders#fuel: gas#odometer: 136000#paint color: red#title status: salvage#transmission: automatic#type: coupe,https://images.craigslist.org/00M0M_8u4tFI4gdcE_600x450.jpg,toyota camry  solara convertible   for  sale  . car runs  great  ; no  mechanical  issues .motor and interior  is in great condtion  car is salvage title do to a little fender bender . i have been driving the car around and it has not given me any issues. the car is no longer needed since i now have a family of six. please no low ballers .
6160333645,2017-06-22 10:32,sfbay,CA,toyota,camry,7900,2012,53000,https://sfbay.craigslist.org/eby/cto/6160333645.html,2012 toyota camry le low mileage 53k great gas saver 4cylendar 2.5 eng,condition: like new#cylinders: 4 cylinders#drive: fwd#fuel: gas#odometer: 53#paint color: grey#size: full-size#title status: salvage#transmission: automatic#type: hatchback,https://images.craigslist.org/00D0D_6fzOgz0q7fx_600x450.jpg,grey color 2012 toyota camry le low mileage 52;800 mileage; 4 cylander 2.5 engine; automatic transmision with manual option; cruise control; 4 door; bluethooth; ac/heater. car runs good and has no problem salvage title. smog certificate and brake and light certificates are in in hand. chp/dmv inspection is completed. the price is $7;900 obo.#if interested please email/text/cal at 5lo .383-68.29.
6194234543,2017-06-26 17:37,sfbay,CA,toyota,camry,6995,2008,124000,https://sfbay.craigslist.org/scz/cto/6194234543.html,2008 toyota camry solara convertible loaded navigation one owner,condition: excellent#cylinders: 6 cylinders#fuel: gas#odometer: 124000#paint color: silver#title status: clean#transmission: automatic#type: convertible,https://images.craigslist.org/00o0o_caf3dt9vxNA_600x450.jpg,are ready to have some fun under the sun ! here is the most reliable car you can#find for $6;995 it is toyota solara convertible sle loaded with options including#voice turn by turn navigation never had any accidents always serviced at the dealer#has 124k original miles; very well maintained come check it out and lets put#the top! go ahead text me i will text you more pics.........
6170147860,2017-06-26 16:49,sfbay,CA,toyota,camry,1950,2000,165000,https://sfbay.craigslist.org/eby/cto/6170147860.html,2000 toyota camry,condition: good#drive: fwd#fuel: gas#odometer: 165000#paint color: white#title status: clean#transmission: automatic#type: sedan,https://images.craigslist.org/00T0T_3ZNU3oGmZQ2_600x450.jpg,hello;#im selling a 2000 toyota camry. the car starts and drives real well. the automatic transmission works real well. the interior and exterior are in nice shape. feel free to test drive the car anytime you want. im sure you will enjoy it. have all the legal paperwork. for any questions or to schedule a time to see the car please call or text me at#show contact info#thanks;#adam
6193992934,2017-06-26 14:00,sfbay,CA,toyota,camry,5000,2006,130000,https://sfbay.craigslist.org/eby/cto/6193992934.html,toyota 2006 camry le - 4cylinder 130k. miles,condition: good#cylinders: 4 cylinders#drive: fwd#fuel: gas#odometer: 130000#size: mid-size#title status: salvage#transmission: automatic,https://images.craigslist.org/00C0C_5rTpSN8QDh_600x450.jpg,2006 camry le - 4 cylinder - automatic transmission - registered / smogged till 10/2017 .comes with new tires & wheels ; ice cold ac ; cd player ; power windows/ locks & mirrors clean inside/out runs & looks great for further infos. text or call @#show contact info
6193604245,2017-06-26 10:01,sfbay,CA,toyota,camry,3500,2002,180000,https://sfbay.craigslist.org/sby/cto/6193604245.html,2002 toyota camry le,condition: good#cylinders: 4 cylinders#drive: fwd#fuel: gas#odometer: 180000#paint color: silver#size: full-size#title status: clean#transmission: automatic#type: sedan,https://images.craigslist.org/00t0t_cgKFby845gx_600x450.jpg,2002 camry le#180;000 miles#good condition for a car of this age
6179753516,2017-06-21 20:58,sfbay,CA,toyota,camry,8900,2010,67000,https://sfbay.craigslist.org/sby/cto/6179753516.html,2010 toyota camry,condition: like new#cylinders: 4 cylinders#fuel: gas#odometer: 67000#paint color: red#title status: salvage#transmission: automatic,https://images.craigslist.org/00U0U_j5eqnxX2TLV_600x450.jpg,2010 toyota camry; red color; 67k miles; 4cyl; auto;ac; new tires; clean in and out no scratches. salvage title due to a hit on the back. $8900 obo.#show contact info#2010 toyota camry  color rojo; 67mil millas; 4cyl; auto; ac;  llantas nuevas; limpio por dentro y fuera; interior de tela; llantas nuevas; todo al corriente. es  salvage pero esta como nuevo pintura muy bien el golpe fue en la cajuela. $8900 o mejor oferta#show contact info
6187366682,2017-06-21 19:02,sfbay,CA,toyota,camry,9800,2014,52000,https://sfbay.craigslist.org/sfc/cto/6187366682.html,2014 toyota camry se sport,condition: excellent#cylinders: 4 cylinders#drive: fwd#fuel: gas#odometer: 52000#title status: salvage#transmission: automatic#type: sedan,https://images.craigslist.org/00d0d_kSnZUQ4xRfg_600x450.jpg,selling my 2014 toyota camry se sport edition. this car is super clean and runs perfectly. maintenance was never delayed and has new michelin tires. this car has a 2.4l 4 cylinder motor and gets about 25-35 mpg. it has a usb and aux option along with bluetooth and cd changer. it has 52k miles; recently got the smog done and is ready to go. if interested contact me at#show contact info#thank you.
6187264351,2017-06-21 17:22,sfbay,CA,toyota,camry,2000,1995,165000,https://sfbay.craigslist.org/eby/cto/6187264351.html,1995 toyota  camry,condition: fair#cylinders: 6 cylinders#drive: fwd#fuel: gas#odometer: 165000#paint color: white#size: mid-size#title status: salvage#transmission: automatic,https://images.craigslist.org/00L0L_gKYFN8SBzaC_600x450.jpg,i am selling a 1995 toyota camry for my father inlaw that he drives as a daily driver he recently replaced the fuel pump fuel filter four new tires and a full tune up the car is smoged and ready for a new-owner 2000 obo#if u have any question u can call me at#show contact info#si  habla espaol
6187199751,2017-06-21 16:38,sfbay,CA,toyota,camry,8000,2007,150000,https://sfbay.craigslist.org/eby/cto/6187199751.html,2007 toyota camry se sedan v6 automatic 4d,condition: excellent#cylinders: 6 cylinders#fuel: gas#odometer: 150000#paint color: red#size: mid-size#title status: clean#transmission: automatic#type: sedan,https://images.craigslist.org/00q0q_atf8dS0nkdM_600x450.jpg,2007 toyota camry se sedan 3.5l v6 4d automatic#sport package; premium package; abs (4-wheel); air conditioning; full power; premium sound; navigation; leather; moon roof; premium trd wheels; many extras.#150k original miles; clean title; passed smog inspection; very well maintained; adult owned.#asking $8;000. vehicle is currently being sold with mrs. bs auto wholesale in livermore on consignment. for more information please contact joe at#show contact info#thank you.
6193083356,2017-06-25 22:46,sfbay,CA,toyota,camry,10500,2009,81100,https://sfbay.craigslist.org/nby/cto/6193083356.html,2009 toyota camry le v6 6sp auto 81;000 miles,condition: excellent#cylinders: 6 cylinders#drive: fwd#fuel: gas#odometer: 81100#paint color: silver#size: mid-size#title status: clean#transmission: automatic#type: sedan,https://images.craigslist.org/00p0p_ejdMvdDVtrF_600x450.jpg,clean; well cared for camry with low mileage#does have a few parking lot scratches and dings.#zippy; comfortable; great mileage 30 on freeway; 25 around town#practical and reliable.#why by a new car?#principles only...#show contact info
6187054130,2017-06-21 15:06,sfbay,CA,toyota,camry,5800,2008,194000,https://sfbay.craigslist.org/eby/cto/6187054130.html,toyota camry,condition: excellent#cylinders: 6 cylinders#drive: fwd#fuel: gas#odometer: 194000#paint color: blue#size: full-size#title status: clean#transmission: automatic#type: sedan,https://images.craigslist.org/00J0J_dKC4q0ttsUB_600x450.jpg,toyota camry;2008;194000 miles ;xle with all option ;runs great
6186776787,2017-06-21 13:28,sfbay,CA,toyota,camry,4500,2001,103000,https://sfbay.craigslist.org/sfc/cto/6186776787.html,2001 toyota camry,fuel: gas#odometer: 103000#title status: clean#transmission: automatic,https://images.craigslist.org/00y0y_fujkv4zIsIq_600x450.jpg,2001 toyota camry#clean title#smog passed#runs great#4 cylinder#103xxx miles#call or text#show contact info
6192630627,2017-06-25 13:54,sfbay,CA,toyota,camry,9200,2007,126455,https://sfbay.craigslist.org/eby/cto/6192630627.html,2007 toyota camry hybrid leather navigation 2nd owner,condition: good#cylinders: 4 cylinders#drive: fwd#fuel: hybrid#odometer: 126455#paint color: grey#size: full-size#title status: clean#transmission: automatic#type: sedan,https://images.craigslist.org/01111_iuBbsNGy11t_600x450.jpg,great hybrid car i have owned for quite a while. always serviced at toyota dealer. clean title; 126k miles. its the fully loaded model with leather and navigation. if interested send me your contact number.#vehicles specifications#gas millage 33 mpg city / 34 mpg highway#exterior colorblack#interior colorbeige#transmissionautomatic#base engine typehybrid#total seating5#cylindersinline 2.4l 4 cyl gas/electric hybrid cvt#drivetrainfront wheel drive#4dr sedan4dr passenger sedan
6192611704,2017-06-25 13:37,sfbay,CA,toyota,camry,7000,2009,120050,https://sfbay.craigslist.org/eby/cto/6192611704.html,2009 toyota camry - le,condition: excellent#cylinders: 4 cylinders#drive: fwd#fuel: gas#odometer: 120050#size: full-size#title status: clean#transmission: automatic#type: sedan,https://images.craigslist.org/00303_iQp3nukHZfm_600x450.jpg,2009 toyota camry le; maintenance record on file with walnut creek toyota.  a/c; cd player; am/fm stereo; cruise control; dual air bags.  clean title; 120;050 miles.  excellent condition and runs great.  passed smog check; june 2017.
6162189486,2017-06-25 11:02,sfbay,CA,toyota,camry,7200,2010,144000,https://sfbay.craigslist.org/nby/cto/6162189486.html,2010 toyota camry,condition: good#fuel: gas#odometer: 144000#paint color: white#title status: clean#transmission: automatic#type: sedan,https://images.craigslist.org/00v0v_jdOw1Vr19yH_600x450.jpg,selling my 2010 camry. 144;000 miles. lots of life in this car. small dents here and there. runs great. please contact roger#show contact info#i do not text
6178938004,2017-06-20 23:23,sfbay,CA,toyota,camry,6999,2007,148385,https://sfbay.craigslist.org/eby/cto/6178938004.html,2007 toyota camry v6 3.5 xle,condition: good#cylinders: 6 cylinders#drive: fwd#fuel: gas#odometer: 148385#paint color: white#title status: clean#transmission: automatic#type: sedan,https://images.craigslist.org/00606_2N1Tivv84ba_600x450.jpg,2007 toyota camry xle sedan 3.5l v6 automatic#navigation; backup camera; heated seats; bluetooth; sunroof; leather seats; dual zone climate control.#extras:#lowered(tein springs); megan racing strut bar; k&n air filter; wheel spacers; tinted windows; led tail lights.#148k miles#clean title#tags is up till jan 2018#recently changed engine oil#price: 6999.#please call or email me if interested; thanks.#phone:#show contact info
6185998340,2017-06-20 21:51,sfbay,CA,toyota,camry,1650,2002,178626,https://sfbay.craigslist.org/sby/cto/6185998340.html,2002 toyota camry se mechanics special,condition: good#cylinders: 4 cylinders#fuel: gas#odometer: 178626#paint color: grey#title status: clean#transmission: automatic,https://images.craigslist.org/00H0H_uiZrtDUCoX_600x450.jpg,2002 toyota camry se for sale. 2.4l engine.  engine blown; ex-girlfriend drove it with no oil. car is in pretty good shape for being 15 years old.  car has not been registered; so there are $791 in registration fees.  sold as is.  let me know if you are interested.  want to sell before the end of the week.
6143194355,2017-06-20 21:18,sfbay,CA,toyota,camry,9700,2008,53685,https://sfbay.craigslist.org/pen/cto/6143194355.html,clean; low mileage toyota camry solara sport,condition: excellent#cylinders: 6 cylinders#drive: fwd#fuel: gas#odometer: 53685#paint color: black#title status: clean#transmission: automatic#type: coupe,https://images.craigslist.org/01515_94AJFj3Zn1N_600x450.jpg,black toyota camry solara sport coupe (hard top) for sale. less than 55;000 miles!!! clean and very well maintained with new tires. perfect for commuting or new driver. dark tinted windows; black interior; 6-disk cd changer; a/c; aux and mp3 hookup; bucket seats; racing pedals; auto headlights and fog lights; cruise control; stereo controls and more on steering wheel; average mpg meter on dash; large trunk; keyless entry. this is a must see!!!
6185966154,2017-06-20 20:59,sfbay,CA,toyota,camry,1000,1996,327614,https://sfbay.craigslist.org/eby/cto/6185966154.html,1996 toyota camry (needs work),cylinders: 6 cylinders#drive: fwd#fuel: gas#odometer: 327614#title status: clean#transmission: automatic#type: sedan,https://images.craigslist.org/00l0l_jUFdzblEMMl_600x450.jpg,1996 toyota camry / 330k miles / runs; power steering system leaking; a/c not working; tires will need to be replaced soon. this has been a very reliable car for many years. car still averages 25mpg with mostly freeway driving. registration current. aftermarket sound system professionally installed. this can be removed or left in depending on the price.#i will consider all reasonable offers.
6185905955,2017-06-20 19:42,sfbay,CA,toyota,camry,75000,2007,123000,https://sfbay.craigslist.org/nby/cto/6185905955.html,2007 toyota camry,condition: good#cylinders: 4 cylinders#fuel: gas#odometer: 123000#paint color: green#size: full-size#title status: clean#transmission: automatic#type: sedan,https://images.craigslist.org/00m0m_hNx3TB4P0zd_600x450.jpg,2007 toyota camry vendo en buenas condiciones ttulo limpio 123xxx miles interesados txt a mi numero#show contact info#mi nombre oscar
6177170637,2017-06-20 14:55,sfbay,CA,toyota,camry,9500,2010,79500,https://sfbay.craigslist.org/sby/cto/6177170637.html,2010 toyota camry (blue) se for sale,condition: good#cylinders: 4 cylinders#fuel: gas#odometer: 79500#paint color: blue#size: full-size#title status: clean#transmission: automatic#type: sedan,https://images.craigslist.org/00909_8owTJa6NB0u_600x450.jpg,private seller and looking for serious private party buyers to sell my toyota camry 2010 se with rare to find blue color.#clean title; no accidents.#need to sell quickly.#regular oil change / service done. no complaints.#full specs: https://www.edmunds.com/toyota/camry/2010/features-specs/
6191732966,2017-06-24 18:57,sfbay,CA,toyota,camry,1600,2000,209000,https://sfbay.craigslist.org/eby/cto/6191732966.html,2000 toyota camry,fuel: gas#title status: clean#transmission: automatic,https://images.craigslist.org/00e0e_6PMW09mnpCy_600x450.jpg,hello i am selling my 2000 toyota camry le#i used it as a daily commuter to and from work it was the most reliable vehicle i have ever owned i recently purchased a 2010 camry and i am willing to part with my old one#the car has 209000 miles but the engine and transmission are stilling running very stroung#regular maintenece done#new rear  shocks and struts#ac works#no check engine lights#no problems#gas saver#no ripped seats
6191595581,2017-06-24 16:32,sfbay,CA,toyota,camry,11999,2012,96224,https://sfbay.craigslist.org/sby/cto/6191595581.html,2012 toyota camry le,condition: like new#cylinders: 4 cylinders#fuel: gas#odometer: 96224#title status: clean#transmission: automatic,https://images.craigslist.org/00404_d639bBcb2rx_600x450.jpg,2012 toyota camry ;4cyl 2.5
6185218218,2017-06-20 11:08,sfbay,CA,toyota,camry,2700,2005,200230,https://sfbay.craigslist.org/eby/cto/6185218218.html,toyota camry 2005 priced to sells,condition: excellent#cylinders: 6 cylinders#drive: fwd#fuel: gas#odometer: 2002300#paint color: grey#size: mid-size#title status: clean#transmission: automatic,https://images.craigslist.org/00K0K_k0Nnj6YnBLQ_600x450.jpg,hello; im selling my 2005 toyota camry v6 i have had the car for about two years... when i pusrchased it the timing and serpentine belt was replaced! i have put new tires in it 80% tread left put new speaker in the back and aux cord for your phone new headlights! this car has been taken care of..... it runs very very well for the mileage bc of how it was taken care of ... clean title in hand ready to go! im just looking for another car at this point.... never had a check i engine light come on... toyota dealership has checked this car out it is solid! no low ballers i wont except 2000! $ so dont waist my time or yours! text only please! priced to sell with the amount of miles on it! theres nothing wrong with this darby runs great for the mileage ... just looking for something else at this point has this car for 2 years now! great commuter just want something else trying to do a quick sale first come first serve!
6157502111,2017-06-20 10:51,sfbay,CA,toyota,camry,5499,2005,137000,https://sfbay.craigslist.org/sby/cto/6157502111.html,2005 toyota camry le 4 cylinder automatic one owner clean title,condition: excellent#cylinders: 4 cylinders#fuel: gas#odometer: 137000#title status: clean#transmission: automatic#type: sedan,https://images.craigslist.org/00v0v_h7Hw0IVOikT_600x450.jpg,2005 toyota camry le automatic#clean title ; clean car fax report; one owner#4 cylinder#mileage: 137;000#body: sedan#transmission: automatic#drive train: fwd#air conditioning; am/fm; automatic headlights; cargo area tiedowns; cd;#child safety door locks; cruise control; daytime running lights; driver airbag;#driver multi-adjustable power seat; front air dam; full size spare tire; interval wipers;#keyless entry; passenger airbag; power windows; second row folding seat; steel wheels;#tachometer; trunk anti-trap device;#well maintained; smogged; new brake#please call#show contact info#auto broker
6149623560,2017-06-24 14:32,sfbay,CA,toyota,camry,14500,2013,59000,https://sfbay.craigslist.org/scz/cto/6149623560.html,2013 toyota camry se,fuel: gas#odometer: 59000#title status: clean#transmission: automatic,https://images.craigslist.org/00e0e_1rpuDfytl7X_600x450.jpg,well maintained 2013 camry with only 59k miles. great condition inside and out. regular maintenance. just put 4 new tires on and had brakes and rotors done. i love this car and am only selling because i need something bigger!#$14;500 obo
6149006796,2017-06-20 09:09,sfbay,CA,toyota,camry,950,1996,109000,https://sfbay.craigslist.org/eby/cto/6149006796.html,1996 toyota camry 5speed,condition: excellent#cylinders: 4 cylinders#drive: fwd#fuel: gas#odometer: 109000#paint color: blue#size: compact#title status: clean#transmission: manual#type: sedan,https://images.craigslist.org/00N0N_sSEVMoXrCr_600x450.jpg,1996 toyota camry#5 speed#runs good#clean interior#body no dents#reg 2017#contact me at#show contact info
6184751758,2017-06-20 06:29,sfbay,CA,toyota,camry,6900,2009,121000,https://sfbay.craigslist.org/sfc/cto/6184751758.html,&& toyota camry 2009 &&,VIN: 4T1BK46K59U096082#condition: good#cylinders: 6 cylinders#drive: fwd#fuel: gas#odometer: 121000#paint color: silver#size: full-size#title status: clean#transmission: automatic#type: sedan,https://images.craigslist.org/00h0h_dFm4IxEY0LS_600x450.jpg,toyota camry#silver#clean title#vin - 4t1bk46k59u096082#plate - 6gpa159#tags are paid until jan of 2018#smog check is done / abs brake system has been replaced#odometer reading - 121;000#price - $6900 or b.o#excellent for uber or lyft
6184693120,2017-06-20 05:35,sfbay,CA,toyota,camry,799,1999,220000,https://sfbay.craigslist.org/eby/cto/6184693120.html,1999 toyota camry,fuel: gas#title status: clean#transmission: manual,https://images.craigslist.org/01111_eVRFH3ezvl6_600x450.jpg,1999 toyota camry#clean title pink slip in hand cd played ac 5#speed 220k miles 6 cylinder#will not start will need to be towed $999 firm#honda civic accord coupe ford nissan
6184477149,2017-06-19 21:46,sfbay,CA,toyota,camry,2000,1999,182000,https://sfbay.craigslist.org/eby/cto/6184477149.html,1999 toyota camry le,fuel: gas#title status: salvage#transmission: automatic,https://images.craigslist.org/00I0I_dponN5oEDsp_600x450.jpg,1999 toyota camry le 182k miles. salvaged title due to minor accident. no body frame damage. vehicle has been well maintained with regular oil changes and tune ups. great commuter car; runs great with amazing gas mileage! new: radiator; starter; shocks and tires. cd/bluetooth/aux compatible  radio with hands free connection.  asking $2000 o.b.o. serious inquiries call#show contact info
6170195237,2017-06-23 22:52,sfbay,CA,toyota,camry,7500,2007,125243,https://sfbay.craigslist.org/sby/cto/6170195237.html,2007 toyota camry sport low miles,condition: good#cylinders: 4 cylinders#drive: fwd#fuel: gas#odometer: 125243#paint color: black#size: mid-size#title status: clean#transmission: automatic#type: sedan,https://images.craigslist.org/01313_hNIio3Vp1HV_600x450.jpg,hi; im selling my toyota..#it has clean title#no accident#runs great#contact#show contact info
6180064534,2017-06-19 19:13,sfbay,CA,toyota,camry,13500,2017,3105,https://sfbay.craigslist.org/eby/cto/6180064534.html,2017 toyota camry le,condition: like new#cylinders: 4 cylinders#drive: fwd#fuel: gas#odometer: 3105#paint color: blue#size: compact#title status: salvage#transmission: automatic#type: sedan,https://images.craigslist.org/00U0U_e1dQ8MIZr1d_600x450.jpg,selling this beautiful 2017 toyota camry le#with 3k miles on it automatic transmission v4 salvage title do to a minor damage on the passenger side door contact me for more information#sirius buyers only#show contact info
6184338701,2017-06-19 18:58,sfbay,CA,toyota,camry,2000,1997,180000,https://sfbay.craigslist.org/eby/cto/6184338701.html,1997 toyota camry xle,fuel: gas#odometer: 180000#title status: clean#transmission: automatic,https://images.craigslist.org/00n0n_7XTTIPItk19_600x450.jpg,i have a 1997 toyota camry. v6. registered until march 2018. clean title. pink slip in hand. registration paid off. smog passed 5/17/17. $35 to transfer into your name. $35 to fill tank. heater. ac. sunroof. tints. power everything. leather interior. hid headlights. keyless entry. cd deck. premium stereo system. mileage 180;000. reliable car. starts everytime and goes anywhere. minor exterior blemishes as you can see in pictures. interior 8out of 10. new alternator about 3months old. new radiator about 1month old. new brakes front and rear. lifetime warranty on brakes. new windshield. new rotor and wheel hub rear right. new tires all 4. everyday driver. 2000 cash takes it.
6184265799,2017-06-19 17:50,sfbay,CA,toyota,camry,2,2004,250000,https://sfbay.craigslist.org/sby/cto/6184265799.html,toyota camry 2004,fuel: gas#odometer: 250000#paint color: custom#size: full-size#title status: clean#transmission: automatic#type: sedan,https://images.craigslist.org/00T0T_X4f45dXgS8_600x450.jpg,toyota camry 2004  clean title    4 cilindros  engine 2.4  runs good ... transmission engine good  interesados llamar o  mandar texto#show contact info
6190132399,2017-06-23 15:56,sfbay,CA,toyota,camry,5900,2009,65000,https://sfbay.craigslist.org/eby/cto/6190132399.html,09 toyota camry,condition: good#cylinders: 4 cylinders#drive: fwd#fuel: gas#odometer: 65000#title status: salvage#transmission: automatic,https://images.craigslist.org/00L0L_7hZmWUKwGMk_600x450.jpg,camry for sale salvage title 65000 miles 4 cyli automatic#5900
6143762364,2017-06-19 13:39,sfbay,CA,toyota,camry,7999,2009,121000,https://sfbay.craigslist.org/sby/cto/6143762364.html,2009 toyota camry xle,VIN: 4t1be46k19u895896#condition: excellent#cylinders: 4 cylinders#drive: fwd#fuel: gas#odometer: 121000#paint color: white#size: full-size#title status: clean#transmission: automatic#type: sedan,https://images.craigslist.org/00202_c4V5vwRpuHe_600x450.jpg,2009 toyota camry xle has good condition;#clean title;no accident;#power steering#automatic transmission#4 cilanders#dual power seats#moon roof#power windows#abs 4 wheel#air conditioning#new tires
6159847651,2017-06-23 13:22,sfbay,CA,toyota,camry,2200,2004,115000,https://sfbay.craigslist.org/eby/cto/6159847651.html,2004 toyota camry 115k miles,condition: excellent#cylinders: 4 cylinders#drive: fwd#fuel: gas#paint color: silver#size: mid-size#title status: salvage#transmission: automatic#type: sedan,https://images.craigslist.org/00X0X_7CEjNrLZfik_600x450.jpg,i have a 2004 silver camry is great running condition. i am the second owner and have had no mechanical problems the whole time ive owned it. i also have records for all the maintenance which i regularly paid for to make sure the car was always taken care it. it has power doors; windows and driver seat. it is automatic transmission. the gas mileage is great at about 28 mpg combined between city and highway. the only bad thing is slight cosmetic damage on the driver side because some guy couldnt parallel park and scratched the driver side. other than that the car is in great condition. call chris at#show contact info#to negotiate a price.
6195888236,2017-06-27 20:52,sfbay,CA,toyota,camry,1500,1997,182000,https://sfbay.craigslist.org/eby/cto/6195888236.html,1997 toyota camry v6 gold edition,fuel: gas#odometer: 182000#title status: clean#transmission: automatic#type: sedan,https://images.craigslist.org/00Z0Z_iVjwSxE1UCq_600x450.jpg,this is a really good car; very reliable( been owned by same family since bought brand new). im moving soon but drove it to work in sf everyday for 6 months. never had any real issues and good on gas. passed smog very easily recently. car is older so it has little things here and there; including; dent on drivers side back door; front head lights could be bolted down better (they come loose); drivers side window motor is slow and drivers side door handle needs fixed(doesnt lift to open; never fixed it or cared ; so up to you); and hood paint is a little dull;besides that it runs very well; has good pick up; sun roof; a/c and heat. it also has a working alarm and fob that needs a new battery; but easy to do.
6195848804,2017-06-27 20:05,sfbay,CA,toyota,camry,14000,2015,14000,https://sfbay.craigslist.org/eby/cto/6195848804.html,2015 toyota camry le,VIN: 4T4BF1FK5FR447898#condition: good#cylinders: 4 cylinders#drive: fwd#fuel: gas#odometer: 14000#paint color: white#size: mid-size#title status: clean#transmission: automatic#type: sedan,https://images.craigslist.org/00R0R_lsymbvYDYl6_600x450.jpg,rear bumper : needs paintwork#others: good condition
6179468177,2017-06-27 19:53,sfbay,CA,toyota,camry,4400,2005,116000,https://sfbay.craigslist.org/sfc/cto/6179468177.html,2005 toyota solara camry clean title gold,fuel: gas#odometer: 116#title status: clean#transmission: automatic,https://images.craigslist.org/00W0W_lDArhOf73Wc_600x450.jpg,-clean title#-4 cylinders#-1 previous owner#-great for saving gas#-116xxx mileage#-smogged#-no problems whatsoever#-everything functions well#-runs very smoothly#any questions call or text#show contact info
6182865625,2017-06-18 20:19,sfbay,CA,toyota,camry,10990,2012,66200,https://sfbay.craigslist.org/eby/cto/6182865625.html,1212 toyota camry le,VIN: 4T1BF1FK6CU080922#condition: excellent#cylinders: 4 cylinders#drive: rwd#fuel: gas#odometer: 66200#paint color: grey#size: full-size#title status: clean#transmission: automatic#type: sedan,https://images.craigslist.org/00w0w_1PPokI7s3vz_600x450.jpg,clean title#features:#- 2012 toyota camry le sedan 4d#- metallic gray#- ordometer 66;200#- fuel- unleaded#- 4 cylinder#- 2.5 engine#- mpg: 25 city/ 35 highway#- automatic transmission#- power windows#- premium sound#- aux/usb ports#- cruise control
6184329680,2017-06-27 19:28,sfbay,CA,toyota,camry,12000,2007,90000,https://sfbay.craigslist.org/sfc/cto/6184329680.html,2007 toyota camry hybrid,condition: excellent#cylinders: 4 cylinders#fuel: hybrid#odometer: 90000#paint color: silver#size: full-size#title status: clean#transmission: automatic,https://images.craigslist.org/00505_kUHbESLf4wE_600x450.jpg,silver in color; clean title; no accidents; 2nd owner#hydrid model; gets 450 miles per full tank of gas#keyless entry; 2 sets of keys; power door and power window#leather seats; moon roof#90000 miles#touch screen; heated seat and back; 6 cd player#please call at#show contact info#firm price
6195770383,2017-06-27 19:11,sfbay,CA,toyota,camry,1700,1999,227000,https://sfbay.craigslist.org/sby/cto/6195770383.html,toyota camry automatic 4 door,condition: good#cylinders: 4 cylinders#drive: rwd#fuel: gas#odometer: 227000#paint color: grey#title status: clean#transmission: automatic#type: sedan,https://images.craigslist.org/00S0S_ldDtP6g2QOF_600x450.jpg,i am selling my reliable car the motor and tranny run smooth also the ac blows cold come check it out
6195791459,2017-06-27 18:54,sfbay,CA,toyota,camry,3200,2005,113000,https://sfbay.craigslist.org/eby/cto/6195791459.html,2005 toyota camry le,condition: good#cylinders: 4 cylinders#fuel: gas#odometer: 113000#paint color: grey#size: full-size#title status: salvage#transmission: automatic#type: sedan,https://images.craigslist.org/00c0c_1W0JZsmFrFy_600x450.jpg,salvaged title(hit the car ahead; cost hundreds $ repaired a few years ago)#run very good#one year tirenew battery.#good deal!!!
6195761742,2017-06-27 18:47,sfbay,CA,toyota,camry,1700,1999,227000,https://sfbay.craigslist.org/sby/cto/6195761742.html,1999 toyota camry automatic,condition: good#cylinders: 4 cylinders#drive: rwd#fuel: gas#odometer: 227000#paint color: grey#size: compact#title status: clean#transmission: automatic#type: sedan,https://images.craigslist.org/00B0B_lGC6neXzbg6_600x450.jpg,hi i am selling my car its in good shape the motor and tranny runs smooth call me at#show contact info#ask for mila
6195716286,2017-06-27 18:01,sfbay,CA,toyota,camry,2250,1999,200000,https://sfbay.craigslist.org/eby/cto/6195716286.html,1999 toyota camry 4dr dx automatic just passed smog and new reg sticke,fuel: gas#title status: clean#transmission: automatic,https://images.craigslist.org/00P0P_3CNwmZaRCEG_600x450.jpg,clean title#clean body#clean interior#200k miles#automatic#runs good#everything works#nothing wrong with the car#power windows and locks#power side mirrors#power steering#new brakes and rotors#new timing belt#new oil and filter#new spark plugs and wires#all four new tires and alignment#ac#heater#no leaks or overheating#all lights and blinkers work#pictures upon request#call for more details#show contact info#text or leave message#take it today for 2200cash
6195732466,2017-06-27 17:55,sfbay,CA,toyota,camry,1500,1997,188000,https://sfbay.craigslist.org/eby/cto/6195732466.html,1997 toyota camry,condition: good#cylinders: 4 cylinders#drive: fwd#fuel: gas#odometer: 188000#paint color: blue#size: mid-size#title status: clean#transmission: automatic#type: sedan,https://images.craigslist.org/00404_3eghqfqgDeg_600x450.jpg,transmission out#new struts and shocks#new breaks#new radiator#17 wheels 50% tire#dented hood and driver side back door#chases has 188;000 motor has 95;000#no motor problems just transmission is out
